643142	-2.2401635	53.4775092
6412566529	-2.2322502	53.4795858	
6412566530	-2.2324993	53.4794765	
6412566531	-2.2320572	53.4795922	
6412566532	-2.2320531	53.4795980	
6412566533	-2.2333527	53.4799790	
6412566534	-2.2332516	53.4798716	
6412566535	-2.2331069	53.4799150	
6412566536	-2.2331272	53.4799355	
6412566537	-2.2330458	53.4799621	
6412566538	-2.2330680	53.4799855	
6412566539	-2.2330365	53.4799961	
6412566540	-2.2330949	53.4800577	
6412566541	-2.2330503	53.4800106	
6412566542	-2.2330109	53.4800226	
6412566543	-2.2329958	53.4800068	
6412566544	-2.2328994	53.4800353	
6412566545	-2.2329680	53.4800969	
6412566546	-2.2329848	53.4799958	
6412566547	-2.2329950	53.4799913	
6412566548	-2.2329640	53.4799558	
6412566549	-2.2328516	53.4799897	
6412566550	-2.2330604	53.4799295	
6412566551	-2.2330203	53.4798901	
6412566552	-2.2328108	53.4799529	
6412566553	-2.2326515	53.4798011	
6412566554	-2.2330707	53.4796723	
6412566555	-2.2329387	53.4799265	
6412566556	-2.2329580	53.4799201	
6412566557	-2.2329495	53.4799113	
6412566558	-2.2332789	53.4799681	B Lounge
6412566559	-2.2331090	53.4797848	Abode Hotels
6412566560	-2.2330073	53.4800668	
6412566561	-2.2325204	53.4798656	
6412566562	-2.2327942	53.4797694	Brasserie Abode
6412566563	-2.2327100	53.4790601	
6412566564	-2.2327785	53.4790834	
6412566565	-2.2320880	53.4783831	
6412566566	-2.2320505	53.4783146	
6412566567	-2.2320600	53.4783377	
6412566568	-2.2319003	53.4778961	
6412566569	-2.2319278	53.4779094	
6412566570	-2.2319513	53.4779335	
6412566571	-2.2320141	53.4781913	
6412566572	-2.2327197	53.4795129	
6412566573	-2.2327738	53.4795794	
6412566574	-2.2327233	53.4795948	
6412566575	-2.2326682	53.4795285	
6412566576	-2.2324865	53.4793500	
6412566577	-2.2324294	53.4793456	
6412566578	-2.2318445	53.4795927	
6412566579	-2.2323917	53.4794262	
6412566580	-2.2322993	53.4793116	
6412566581	-2.2317487	53.4794731	
6412566582	-2.2323255	53.4794463	
6412566583	-2.2326930	53.4794804	
6412566584	-2.2329296	53.4795772	Broudie Jackson Canter
6412567085	-2.2325271	53.4791578	Rodwell Tower Entrance
6412567086	-2.2325897	53.4792495	
6412567087	-2.2327090	53.4791715	
6412567088	-2.2330089	53.4791317	
6412567089	-2.2330263	53.4791784	
6412567090	-2.2331155	53.4791664	
6415738450	-2.2319010	53.4791861	
6415738451	-2.2317533	53.4787604	
6415738452	-2.2318661	53.4788234	
6415738453	-2.2320002	53.4789147	
6415738454	-2.2320901	53.4790035	
6439485462	-2.2346058	53.4803302	
6439485463	-2.2345857	53.4803398	
6439485464	-2.2344010	53.4802601	
6439485465	-2.2340877	53.4804020	
6439485466	-2.2346788	53.4806411	
6439485467	-2.2350019	53.4804748	
6439485468	-2.2350287	53.4804609	
6439485469	-2.2350579	53.4804833	
6439485470	-2.2346782	53.4801977	
6439485471	-2.2351803	53.4799726	
6439485472	-2.2355424	53.4802320	
6439485473	-2.2353564	53.4802907	Ibis Styles - Manchester Portland Hotel
6439485474	-2.2354689	53.4798461	
6439485475	-2.2357982	53.4800941	
6439485476	-2.2356357	53.4801432	
6439485477	-2.2343826	53.4797886	
6439485478	-2.2347551	53.4799328	
6439485479	-2.2346109	53.4798173	
6439485480	-2.2344743	53.4797805	
6439485481	-2.2348395	53.4800074	
6439485482	-2.2345518	53.4798431	
6439485483	-2.2346935	53.4799605	
6439485484	-2.2346275	53.4799901	
6439485885	-2.2344860	53.4798736	
6439485886	-2.2345134	53.4797389	
6439485887	-2.2348666	53.4800283	
6439485888	-2.2351615	53.4796867	
6439485889	-2.2351603	53.4796867	
6439485890	-2.2342142	53.4786196	
6439485891	-2.2355393	53.4796310	
6439485892	-2.2356286	53.4797011	
6439485893	-2.2358588	53.4798549	
6439485894	-2.2360120	53.4799156	
6439485896	-2.2367255	53.4800955	
6439485897	-2.2339757	53.4797391	
6439485898	-2.2339418	53.4797103	
6439485899	-2.2336241	53.4798381	
6439485900	-2.2337318	53.4799285	
6439485901	-2.2337848	53.4799290	
6439485902	-2.2339600	53.4797036	
6439485903	-2.2342256	53.4797457	
6439485904	-2.2339853	53.4796928	
6439485905	-2.2339232	53.4796424	
6439485906	-2.2338885	53.4796569	
6439485907	-2.2338301	53.4796109	
6439485908	-2.2340146	53.4795311	
6439485909	-2.2341522	53.4797573	YMCA
6439485910	-2.2343345	53.4792418	
6439485911	-2.2343485	53.4792347	
6439485912	-2.2344779	53.4793359	
6439485913	-2.2344611	53.4793434	
6439485914	-2.2345192	53.4793905	
6439485915	-2.2347452	53.4792912	
6439485916	-2.2345234	53.4793946	
6439485917	-2.2343541	53.4794679	
6439485918	-2.2343394	53.4794571	
6439485919	-2.2342155	53.4795070	
6439485920	-2.2343883	53.4796490	
6439485921	-2.2344093	53.4796403	
6439485922	-2.2344170	53.4796457	
6439485923	-2.2348976	53.4794263	
6439485924	-2.2349068	53.4794184	
6439485925	-2.2349112	53.4794110	
6439485926	-2.2349088	53.4794038	
6439485927	-2.2349028	53.4793955	
6439485928	-2.2348736	53.4793744	
6439485929	-2.2348620	53.4793686	
6439485930	-2.2348523	53.4793682	
6439485931	-2.2348419	53.4793686	
6439485932	-2.2343130	53.4794355	
6439485933	-2.2343403	53.4794251	
6439485934	-2.2342969	53.4793877	
6439485935	-2.2342666	53.4794002	
6439485936	-2.2342561	53.4793909	
6439485937	-2.2342389	53.4793981	
6439485938	-2.2342263	53.4793868	
6439485939	-2.2341142	53.4794197	
6439485940	-2.2342173	53.4793790	
6439485941	-2.2342005	53.4793654	
6439485942	-2.2340997	53.4794066	
6439485943	-2.2339855	53.4793131	
6439485944	-2.2340892	53.4792692	
6439485945	-2.2341254	53.4793009	
6439485946	-2.2341698	53.4792835	
6439485947	-2.2342137	53.4793183	
6439485948	-2.2341887	53.4793292	
6439485949	-2.2342009	53.4793397	
6439485950	-2.2341826	53.4793480	
6439485951	-2.2344774	53.4794107	
6439485952	-2.2344500	53.4793839	
6439485953	-2.2343599	53.4794194	
6439485954	-2.2343891	53.4794466	
6439485955	-2.2340260	53.4787126	
6439485956	-2.2338774	53.4787785	
6439485957	-2.2339198	53.4788142	
6439485958	-2.2337010	53.4789153	
6439485959	-2.2336798	53.4788994	
6439485960	-2.2335469	53.4789559	
6439485961	-2.2342139	53.4788932	Holiday Inn
6439485962	-2.2341199	53.4794087	
6439485963	-2.2336221	53.4791142	
6439485964	-2.2335895	53.4791272	
6439485965	-2.2335610	53.4791133	
6439485966	-2.2335457	53.4791013	
6439485967	-2.2335268	53.4790836	
6439485968	-2.2335192	53.4790714	
6439485969	-2.2335116	53.4790552	
6439485970	-2.2335365	53.4790444	
6439485971	-2.2335618	53.4790537	
6439485972	-2.2335771	53.4790638	
6439485973	-2.2335984	53.4790791	
6439485974	-2.2336136	53.4790968	
6439485975	-2.2334193	53.4796344	
6439485976	-2.2337950	53.4794720	
6439485977	-2.2337439	53.4794287	
6439485978	-2.2337747	53.4794146	
6439485979	-2.2336789	53.4793313	
6439485980	-2.2337501	53.4793029	
6439485981	-2.2332766	53.4788940	
6439485982	-2.2331523	53.4789478	
6439485983	-2.2330993	53.4789744	
6439485984	-2.2330719	53.4790304	
6439486185	-2.2331809	53.4792907	
6439486186	-2.2332100	53.4793121	
6439486187	-2.2332498	53.4793386	
6439486188	-2.2332795	53.4793532	
6439486189	-2.2333281	53.4793682	
6439486190	-2.2333731	53.4793735	
6439486191	-2.2333230	53.4793828	
6439486192	-2.2333174	53.4793950	
6439486193	-2.2333230	53.4794131	
6439486194	-2.2333632	53.4794641	
6439486195	-2.2333723	53.4794863	
6439486196	-2.2333495	53.4795318	
6439486197	-2.2330853	53.4789337	
6439486198	-2.2330717	53.4790557	
6439486199	-2.2340655	53.4787098	
6439486200	-2.2339747	53.4785990	
6439486201	-2.2339600	53.4785936	
6439486202	-2.2337443	53.4799444	
6439486203	-2.2334952	53.4800375	
6439486204	-2.2327479	53.4789794	
6439486205	-2.2340711	53.4782197	
6439486206	-2.2340766	53.4781069	
6439486207	-2.2340549	53.4780388	
6439486208	-2.2340727	53.4779777	
6439486209	-2.2341969	53.4782933	
6439486210	-2.2342794	53.4783108	
6439486211	-2.2343776	53.4782987	
6439486212	-2.2343969	53.4782935	
6439486213	-2.2341094	53.4782680	
6448801124	-2.2357342	53.4797524	
6448801125	-2.2359406	53.4798622	
6448801126	-2.2360505	53.4799079	
6448801127	-2.2361078	53.4796297	
6448801128	-2.2361664	53.4796630	
6448801129	-2.2362017	53.4796507	
6448801130	-2.2361128	53.4797114	
6448801131	-2.2361015	53.4797046	
6448801132	-2.2360956	53.4791749	
6448801133	-2.2360850	53.4791827	
6448801134	-2.2368011	53.4794251	The Portland Bar & Grill
6448801135	-2.2359756	53.4791442	
6448801136	-2.2363430	53.4793514	
6448801137	-2.2363551	53.4793761	
6448801138	-2.2363443	53.4794057	
6448801139	-2.2360815	53.4795661	
6448801140	-2.2360238	53.4795757	
6448801141	-2.2359554	53.4795661	
6448801142	-2.2356027	53.4793672	
6448801143	-2.2360142	53.4791659	
6448801144	-2.2356441	53.4793905	
6448801145	-2.2359814	53.4791827	
6448801146	-2.2359550	53.4791830	
6448801147	-2.2359311	53.4791942	
6448801148	-2.2359300	53.4792147	
6448801149	-2.2359509	53.4792256	
6448801150	-2.2359859	53.4792253	
6448801151	-2.2360073	53.4792093	
6448801152	-2.2360027	53.4791923	
6448801153	-2.2356365	53.4793466	
6448801154	-2.2361118	53.4798316	11 Portland Street
6448801155	-2.2369972	53.4793352	
6448801156	-2.2371045	53.4792275	Bar Rogue
6449270060	-2.2348060	53.4789287	
6449270061	-2.2347629	53.4789554	
6449270062	-2.2343288	53.4784108	
6449270063	-2.2342349	53.4783467	
6449270064	-2.2342988	53.4783753	
6449270065	-2.2342443	53.4785002	
6449270066	-2.2345653	53.4783315	
6449270067	-2.2344149	53.4784123	
6449270069	-2.2369691	53.4788249	
6449270070	-2.2370252	53.4788553	
6449270071	-2.2367691	53.4787244	
6449270072	-2.2365105	53.4788895	
6449270073	-2.2365729	53.4789238	
6449270074	-2.2368291	53.4787222	
6449270075	-2.2367991	53.4787192	
6449270076	-2.2364794	53.4790188	
6449270077	-2.2375530	53.4782270	
6449270078	-2.2362327	53.4788882	
6449270079	-2.2361939	53.4788882	
6449270080	-2.2359820	53.4787629	
6449270081	-2.2359766	53.4787318	
6449270082	-2.2361335	53.4786320	
6449270083	-2.2362542	53.4786975	
6449270084	-2.2363615	53.4786320	
6449270285	-2.2362536	53.4785721	
6449270286	-2.2366372	53.4786459	
6449270287	-2.2362127	53.4788571	SACO Aparthotel
6449270288	-2.2361374	53.4788238	physio.co.uk
6449270289	-2.2363603	53.4785050	
6449270290	-2.2362874	53.4784629	
6449270291	-2.2360815	53.4783477	
6449270292	-2.2359771	53.4784428	
6449270293	-2.2355635	53.4784967	
6449270294	-2.2359430	53.4782703	
6449270295	-2.2352255	53.4783361	
6449270296	-2.2353885	53.4782380	
6449270297	-2.2351853	53.4781206	
6449270298	-2.2350252	53.4782227	
6449270299	-2.2351276	53.4782577	Cheshire & Greater Manchester CRC
6449270300	-2.2354285	53.4779675	
6449270301	-2.2356280	53.4780874	
6449270302	-2.2355435	53.4778966	
6449270303	-2.2357461	53.4780147	
6449270304	-2.2355108	53.4779498	Fuller Research Group
6449270305	-2.2359777	53.4774062	
6449270310	-2.2361688	53.4779756	
6449270311	-2.2362655	53.4779114	
6449270312	-2.2359632	53.4781028	
6449270313	-2.2368942	53.4782049	
6449270314	-2.2373604	53.4784818	
6449327774	-2.2380943	53.4783720	
6449327775	-2.2381159	53.4783832	
6449327776	-2.2380736	53.4784077	
6449327777	-2.2380654	53.4783557	
6449327778	-2.2380253	53.4783786	
6449327779	-2.2381125	53.4785188	Yates
6449327780	-2.2385549	53.4780297	
6449327781	-2.2386142	53.4779939	
6449327782	-2.2386461	53.4779845	
6449327783	-2.2386806	53.4779829	
6449327784	-2.2386956	53.4779829	
6449328385	-2.2388080	53.4780519	
6449328386	-2.2388195	53.4780692	
6449328387	-2.2388248	53.4780924	
6449328388	-2.2388213	53.4781103	
6449328389	-2.2388044	53.4781287	
6449328390	-2.2387673	53.4781519	
6449328391	-2.2383824	53.4781922	
6449328392	-2.2385326	53.4782797	
6449328393	-2.2383497	53.4783898	
6449328394	-2.2382338	53.4783196	
6449328395	-2.2383497	53.4782489	
6449328396	-2.2383206	53.4782308	
6449328397	-2.2381897	53.4782660	
6449328398	-2.2384233	53.4781265	
6449328399	-2.2383834	53.4779719	
6449328400	-2.2382132	53.4778821	
6449328401	-2.2383202	53.4778178	
6449328402	-2.2383639	53.4778090	
6449328403	-2.2383995	53.4778136	
6449328404	-2.2385250	53.4778870	
6449328405	-2.2385381	53.4777801	
6449328406	-2.2383199	53.4779092	
6449328407	-2.2383341	53.4777554	
6449328408	-2.2382863	53.4777649	
6449328409	-2.2376146	53.4784584	
6449328410	-2.2376893	53.4785000	
6449328411	-2.2377874	53.4784189	
6449328412	-2.2378303	53.4783826	
6449328413	-2.2378471	53.4783544	
6449328414	-2.2378456	53.4783030	
6449328415	-2.2378511	53.4782792	
6449328416	-2.2378612	53.4782645	
6449328417	-2.2378760	53.4782423	
6449328418	-2.2380549	53.4781250	
6449328419	-2.2378481	53.4783279	
6449328420	-2.2378403	53.4783694	
6449328421	-2.2372566	53.4781432	
6449328422	-2.2374354	53.4781628	
6449328423	-2.2372678	53.4780913	Upper Crust
6449328424	-2.2373674	53.4775535	
6449328425	-2.2375274	53.4776480	
6449328426	-2.2369843	53.4779897	
6449328427	-2.2368554	53.4778060	
6449328428	-2.2370003	53.4778898	
6449328429	-2.2369377	53.4779279	
6449328430	-2.2373932	53.4776368	
6449328431	-2.2369119	53.4778399	
6449328432	-2.2366268	53.4778850	
6449328433	-2.2368525	53.4777402	
6449328434	-2.2367304	53.4776675	
6449328435	-2.2364977	53.4778107	
6449328436	-2.2363818	53.4777451	
6449328437	-2.2366168	53.4775970	
6449328438	-2.2364789	53.4777758	Street Cars
6449328439	-2.2367998	53.4774798	
6449328440	-2.2370415	53.4776208	
6449328441	-2.2370264	53.4773374	
6449328442	-2.2372697	53.4774838	
6449328443	-2.2370616	53.4775825	
6449328444	-2.2371588	53.4774166	
6449328450	-2.2371392	53.4774053	
6449328456	-2.2371201	53.4772325	
6449328461	-2.2373200	53.4771175	
6449328462	-2.2373796	53.4770851	
6456259575	-2.2350238	53.4781692	
6456259577	-2.2371056	53.4768891	
6456259579	-2.2369760	53.4769627	
6456259582	-2.2359412	53.4776170	
6456260386	-2.2361140	53.4775107	
6456283959	-2.2339596	53.4786056	
6456283960	-2.2332799	53.4788978	
6456313275	-2.2314096	53.4766292	
6456313283	-2.2314262	53.4766842	
6462457078	-2.2350744	53.4785053	
6462457079	-2.2346538	53.4788258	
6462457080	-2.2351003	53.4785186	
6462457081	-2.2349607	53.4787764	
6462457082	-2.2349671	53.4786257	
6462457083	-2.2348374	53.4787075	
6462457084	-2.2350169	53.4788670	
6462457885	-2.2350998	53.4785040	
6462457886	-2.2350591	53.4785092	
6462457887	-2.2348611	53.4783642	
6462457888	-2.2345986	53.4788131	
6462457889	-2.2351160	53.4785123	
6462457890	-2.2350848	53.4783919	
6462457891	-2.2350472	53.4788256	
6462457892	-2.2346687	53.4788281	
6462457893	-2.2348189	53.4785369	
6462457894	-2.2350391	53.4785049	
6462457895	-2.2347950	53.4783278	
6462457896	-2.2350554	53.4784937	
6462457897	-2.2349991	53.4784429	
6462457898	-2.2350397	53.4785193	
6462457899	-2.2346170	53.4786477	
6462457900	-2.2348441	53.4782558	
6462457901	-2.2352655	53.4785990	
6462457902	-2.2350593	53.4785143	
6462457903	-2.2350655	53.4785179	
6462457904	-2.2350827	53.4784935	
6462457905	-2.2344591	53.4785442	
6462457906	-2.2346805	53.4788207	
6462457907	-2.2350804	53.4785142	
6462457908	-2.2347939	53.4787499	
6462457909	-2.2347304	53.4783124	
6462457910	-2.2345080	53.4787172	
6462457911	-2.2347425	53.4783203	
6462457913	-2.2348438	53.4783753	
6462457917	-2.2344943	53.4787257	
6462457918	-2.2344742	53.4787383	
6462457919	-2.2352030	53.4784588	
6462457920	-2.2346471	53.4788415	
6462457921	-2.2346823	53.4786214	
6462457922	-2.2347779	53.4783391	
6462457923	-2.2350575	53.4785298	
6462457924	-2.2346263	53.4786421	
6462457925	-2.2350802	53.4785089	
6462457926	-2.2348530	53.4785155	
6462457927	-2.2348023	53.4787444	
6462457928	-2.2346513	53.4788390	
6462457930	-2.2352593	53.4786028	
6462457931	-2.2349105	53.4788077	
6462457932	-2.2345037	53.4785158	
6462457933	-2.2349848	53.4784346	
6462457935	-2.2350748	53.4785178	
6462457936	-2.2345703	53.4785557	
6462457937	-2.2351314	53.4785214	
6462457938	-2.2350248	53.4788128	
6462457939	-2.2349971	53.4788564	
6462457940	-2.2346359	53.4784318	
6462457941	-2.2349745	53.4788441	
6462457942	-2.2350838	53.4785295	
6462457943	-2.2351564	53.4787313	
6462457944	-2.2350646	53.4785054	
6462457945	-2.2345239	53.4785827	
6462457946	-2.2349388	53.4784628	
6462457947	-2.2349438	53.4783116	
6462457948	-2.2346685	53.4784116	
6462457949	-2.2348425	53.4789276	
6462457950	-2.2353191	53.4786291	
6462457951	-2.2345220	53.4787676	
6462457952	-2.2350880	53.4785487	
6462457953	-2.2343273	53.4786262	
6462457954	-2.2344338	53.4785295	
6462457955	-2.2345389	53.4787573	
6462457956	-2.2344789	53.4785014	
6462457958	-2.2351903	53.4787102	
6462457959	-2.2350007	53.4786043	
6462457960	-2.2346147	53.4788031	
6462480852	-2.2346326	53.4787923	
6462480853	-2.2344989	53.4787347	
6462480854	-2.2345567	53.4787465	
6462480855	-2.2353125	53.4786329	
6462497748	-2.2347825	53.4787434	
6462497749	-2.2346291	53.4786547	
6462530128	-2.2352568	53.4786044	
6462530129	-2.2350556	53.4788302	
6462530130	-2.2354424	53.4786022	
6462530131	-2.2352567	53.4786015	
6462530132	-2.2353601	53.4786535	
6462530133	-2.2353525	53.4785446	
6462530134	-2.2354505	53.4785971	
6462530135	-2.2352596	53.4785995	
6462530136	-2.2353571	53.4786516	
6462530137	-2.2352655	53.4786063	
6462530138	-2.2353555	53.4785431	
6462530139	-2.2353505	53.4785500	
6462530140	-2.2352695	53.4786027	
6462530141	-2.2352683	53.4786013	
6462530142	-2.2352684	53.4786044	
6462530143	-2.2353471	53.4785480	
6462530144	-2.2353587	53.4785480	
6462530145	-2.2353586	53.4785450	
6462530147	-2.2353521	53.4786586	
6462530148	-2.2350771	53.4788298	
6462530149	-2.2354418	53.4785953	
6462530150	-2.2350663	53.4788364	
6462530151	-2.2352602	53.4786064	
6462530152	-2.2353548	53.4786569	
6462530153	-2.2353470	53.4785451	
6462530154	-2.2350559	53.4788350	
6462530155	-2.2350770	53.4788350	
6462530156	-2.2350621	53.4788387	
6462530157	-2.2354506	53.4786002	
6462530158	-2.2353514	53.4786517	
6462530159	-2.2353573	53.4786585	
6462530160	-2.2353528	53.4785507	
6462530161	-2.2350715	53.4788386	
6462530162	-2.2354390	53.4786002	
6462530163	-2.2354479	53.4785987	
6462530164	-2.2350612	53.4788261	
6462530165	-2.2354477	53.4786022	
6462530166	-2.2350711	53.4788261	
6462530167	-2.2354474	53.4785952	
6462530168	-2.2354377	53.4785989	
6462530169	-2.2354389	53.4785973	
6462530170	-2.2353485	53.4786537	
6462530171	-2.2353545	53.4786508	
6462530172	-2.2353558	53.4785500	
6462530173	-2.2352652	53.4785994	
6462530174	-2.2353487	53.4786566	
6462530175	-2.2353602	53.4786566	
6462820312	-2.2344830	53.4785313	
6462820313	-2.2353499	53.4785431	
6462845328	-2.2342997	53.4785893	
6462845329	-2.2342572	53.4786013	
6462845330	-2.2343224	53.4784383	
6462845331	-2.2343632	53.4784192	
6462845332	-2.2341973	53.4785198	
6462845333	-2.2342186	53.4785083	
6491071388	-2.2385872	53.4802479	SYSTRA
6491071389	-2.2381331	53.4806196	
6491071390	-2.2384066	53.4804701	Starbucks
6497161437	-2.2348896	53.4790257	
6497161451	-2.2340867	53.4786927	
6502710885	-2.2344594	53.4832708	matt & Phred’s
6503901722	-2.2323578	53.4773291	
6503901723	-2.2324360	53.4774471	
6503901724	-2.2322309	53.4774982	
6503901725	-2.2323060	53.4776108	
6503901726	-2.2328653	53.4774721	
6503901727	-2.2328728	53.4774820	
6503901728	-2.2329117	53.4774720	
6503901729	-2.2327468	53.4772325	
6503901731	-2.2324892	53.4772972	
6503901732	-2.2322645	53.4775486	
6503901759	-2.2339920	53.4777352	
6503901760	-2.2338716	53.4782086	
6503901761	-2.2339349	53.4784983	
6503901762	-2.2338931	53.4785701	
6503901763	-2.2349673	53.4793464	
6503901764	-2.2356201	53.4798456	
6503901765	-2.2339598	53.4782045	
6503901766	-2.2341381	53.4786900	
6503924667	-2.2344440	53.4768474	
6503924668	-2.2341911	53.4768577	
6503924669	-2.2341071	53.4768802	
6503924670	-2.2340642	53.4769140	
6503924671	-2.2340344	53.4772229	
6534385709	-2.2387022	53.4762601	
6534385715	-2.2382707	53.4761438	
6534385716	-2.2381266	53.4762012	
6534385717	-2.2381232	53.4762060	
6535193710	-2.2392590	53.4805423	Flight Centre
6535193711	-2.2393048	53.4805066	Nudo Sushi Box
6535193712	-2.2389195	53.4808508	
6535193713	-2.2395524	53.4804080	
6535193714	-2.2387689	53.4803870	
6535193715	-2.2397407	53.4802548	
6535193716	-2.2393625	53.4800854	
6535193717	-2.2396537	53.4798770	
6535193718	-2.2398427	53.4797434	
6535193719	-2.2395612	53.4796006	
6535193720	-2.2390449	53.4799569	
6535193721	-2.2391409	53.4800059	
6535193722	-2.2391699	53.4799856	
6535193723	-2.2397293	53.4796859	
6535193724	-2.2397498	53.4794700	
6535193725	-2.2399657	53.4795798	
6535193726	-2.2399022	53.4796259	
6535193727	-2.2398531	53.4796005	
6535193728	-2.2400354	53.4796157	
6535193729	-2.2401608	53.4795231	
6535193730	-2.2398785	53.4793803	
6535193731	-2.2392626	53.4799983	
6535193732	-2.2396921	53.4795441	
6535193733	-2.2399972	53.4794754	BEA - Bank of East Asia
6535193734	-2.2398015	53.4793204	
6535193735	-2.2402255	53.4795138	
6535193736	-2.2388362	53.4795685	
6535193737	-2.2388052	53.4795560	
6535193738	-2.2387681	53.4797888	
6535193739	-2.2386962	53.4795530	
6535193740	-2.2386486	53.4795295	
6535193741	-2.2384934	53.4796558	Giovannis
6535193742	-2.2383325	53.4795808	Department of Coffee And Social Affairs
6535193743	-2.2392702	53.4791867	
6535193744	-2.2393626	53.4791966	
6535193745	-2.2392269	53.4791293	
6535193746	-2.2394013	53.4791708	
6535193747	-2.2392697	53.4791047	
6535193748	-2.2382722	53.4793658	BIMM Institute Manchester
6535193749	-2.2384761	53.4792230	The Gym
6535193750	-2.2402870	53.4794411	
6535193751	-2.2404059	53.4793582	
6535193752	-2.2400751	53.4791895	
6535193753	-2.2399557	53.4792723	
6535193754	-2.2401478	53.4793383	
6535193755	-2.2401502	53.4791365	
6535193756	-2.2404855	53.4793021	
6535193757	-2.2401428	53.4791728	I P Worldwide
6535193758	-2.2402340	53.4790787	
6535193759	-2.2405654	53.4792448	
6535193760	-2.2403215	53.4790194	
6535193761	-2.2406447	53.4791858	
6535193762	-2.2402680	53.4791381	Chen Style Tai Chi Centre
6535193763	-2.2403453	53.4790844	Wang UK
6535193764	-2.2403062	53.4790669	Bali Health Lounge
6535193765	-2.2404757	53.4789095	
6535193766	-2.2408050	53.4790727	
6535193767	-2.2406761	53.4787721	
6535193768	-2.2409195	53.4788931	
6535193769	-2.2408009	53.4789784	
6535193770	-2.2408819	53.4790183	
6535193771	-2.2409988	53.4789329	
6535193772	-2.2406374	53.4789208	Chung & Co Solicitors
6535193773	-2.2390342	53.4808941	
6535193774	-2.2389740	53.4808712	
6549256663	-2.2398445	53.4792188	
6549256664	-2.2400640	53.4790602	
6549256665	-2.2398707	53.4789589	
6549256666	-2.2397968	53.4790134	
6549256667	-2.2399038	53.4790657	
6549256668	-2.2397505	53.4791716	
6549256669	-2.2397405	53.4788947	
6549256670	-2.2395110	53.4790483	
6549256671	-2.2398568	53.4788168	
6549256672	-2.2401780	53.4789772	
6549256673	-2.2398260	53.4791780	Britannia English Academy
6549256674	-2.2396101	53.4790614	Bridge Insurance Brokers Ltd
6549256675	-2.2398697	53.4787792	
6549256676	-2.2398455	53.4787828	
6549256677	-2.2401390	53.4789577	
6549256678	-2.2399401	53.4788584	
6549256679	-2.2402461	53.4790046	
6549256680	-2.2398310	53.4787921	
6549256681	-2.2397022	53.4791161	
6549256682	-2.2387110	53.4786957	
6549256683	-2.2393624	53.4789341	Hanover House
6549256684	-2.2393300	53.4789227	
6549315085	-2.2399385	53.4787556	
6549315086	-2.2390748	53.4788300	
6549315087	-2.2388218	53.4787015	
6549315088	-2.2390102	53.4785677	
6549315089	-2.2391040	53.4786114	
6549315090	-2.2390131	53.4786741	
6549315091	-2.2391810	53.4787552	
6549315092	-2.2390474	53.4786907	
6549315093	-2.2391614	53.4786087	
6549315094	-2.2392939	53.4786734	
6549315095	-2.2390413	53.4785523	
6549315096	-2.2391935	53.4784385	
6549315097	-2.2394510	53.4785627	
6549315098	-2.2393276	53.4783472	
6549315099	-2.2394416	53.4784006	
6549315100	-2.2394302	53.4784098	
6549315101	-2.2395710	53.4784797	
6549315102	-2.2395502	53.4784693	
6549315103	-2.2396200	53.4784178	
6549315104	-2.2396025	53.4784102	
6549315105	-2.2397541	53.4783021	
6549315106	-2.2395496	53.4782015	
6549315107	-2.2389524	53.4787488	Lindencourt House
6549315108	-2.2392198	53.4787055	138 Bookmakers
6549315109	-2.2391860	53.4786879	Hong Kong Printing Co Ltd
6549315110	-2.2393232	53.4786274	Chuan Guoxiang
6549315111	-2.2394530	53.4785331	
6549315112	-2.2395685	53.4784345	
6549315113	-2.2398295	53.4783678	
6549315114	-2.2398618	53.4783440	
6550175990	-2.2387823	53.4786832	
6550175991	-2.2389888	53.4785297	
6550175992	-2.2388286	53.4784462	
6550175993	-2.2386006	53.4785920	
6550175994	-2.2389809	53.4783545	
6550175995	-2.2391239	53.4784347	
6550175996	-2.2391286	53.4782652	
6550175997	-2.2392634	53.4783353	
6550175998	-2.2393168	53.4781520	
6550175999	-2.2393491	53.4781318	
6550176000	-2.2393638	53.4781272	
6550176001	-2.2393753	53.4781268	
6550176002	-2.2393930	53.4781277	
6550176003	-2.2394909	53.4781749	
6550176004	-2.2389770	53.4783773	Ladbrokes
6550176005	-2.2388720	53.4784452	Cosmopolitan International
6550176006	-2.2389018	53.4784238	Malhi News
6550176007	-2.2392870	53.4781943	
6550176008	-2.2393768	53.4781269	
6550176009	-2.2394155	53.4781385	
6550176010	-2.2394042	53.4781331	
6550176011	-2.2394244	53.4781582	
6550176012	-2.2394262	53.4780758	
6550176013	-2.2390082	53.4780597	
6550176014	-2.2394039	53.4779534	
6550176015	-2.2389716	53.4782183	
6550176016	-2.2402809	53.4775828	
6550176018	-2.2414681	53.4783879	
6565132891	-2.2385458	53.4794198	
6565132892	-2.2375843	53.4794131	
6565132893	-2.2406573	53.4786310	
6565132894	-2.2407853	53.4785360	
6565132895	-2.2404703	53.4783854	
6565132896	-2.2403432	53.4784749	
6565132897	-2.2406434	53.4782601	
6565132898	-2.2409595	53.4784163	
6565132899	-2.2407228	53.4782112	
6565132900	-2.2408458	53.4782705	
6565132901	-2.2409091	53.4782264	
6565132902	-2.2407871	53.4781665	
6565132903	-2.2409165	53.4780755	
6565132904	-2.2412316	53.4782284	
6565132905	-2.2406480	53.4785952	Betfred
6565132906	-2.2400162	53.4783120	
